id,user_id,role,feature,benefit,application_domain,application_domain_other,tags,created_at,show_other,duplicate_of
1648,274,"home occupant","My Smart Home to notify when I need to buy favorite foods ","I may purchase the before I run out.",Health,,"food,detector,shopping","2015-12-29 03:36:41",1,0
1649,259,"home occupant","a monitor for the front door","I don't have to get up for those annoying witnesses or charity drives",Other,Convenience,monitoring,"2015-12-29 03:37:05",1,0
1650,270,"head of the family","my electronic items to be periodically noted, as it might cause injury to my family members","I can change it or service it at appropriate time, make things for safety",Safety,,,"2015-12-29 03:37:56",1,0
1651,273,"equipment serviceman","house equipment to automatically report malfunctions","repairs could be delivered quickly",Other,Technical,"equipment, service","2015-12-29 03:37:59",1,0
1653,273,"home occupant","lights in the house to adjust to specific presets based on the time of day, outside illumination and activities taking place inside the house","I could conserve energy",Energy,,"energy saving","2015-12-29 03:39:40",1,0
1654,274,"home occupant","My Smart Home to turn on/offlights at selected time","it may appear I am home.",Safety,,"safety,security","2015-12-29 03:40:02",1,0
1655,271,parent,"childrends bedroom that automatically plays and doesn't play soothing music depending on if child is or isn't asleep,","my child will fall asleep easier.",Health,,"baby sleep, rockabye baby","2015-12-29 03:40:25",1,0
1656,259,"home occupant","my medicine cabinet to show me which medicines and drugs should not be taken together or may have expired","I don't risk unwanted side effects or health complications",Health,,"drugs, health, medicine","2015-12-29 03:40:28",1,0
1657,273,"home occupant","to be able to call the police by voice command","I could call help when i can't reach other means of communication",Safety,,"voice call, police","2015-12-29 03:41:11",1,0
1659,271,"tv fanatic,","house that records my favorite tv shows for me if I am not sitting on the couch,","I don't have to remember to schedule a recording.",Entertainment,,"auto dvr, auto record","2015-12-29 03:42:14",1,0
1660,271,"home occupant","a toilet that will use less or more water depending on if I go number 1 or number 2,","I can have a lower water bill.",Energy,,"auto flush, water control","2015-12-29 03:43:26",1,0
1661,273,"home occupant","miniature robots to periodically vacuum the house","the house always stays clean and hypo-allergic",Health,,"robot, vacuum","2015-12-29 03:43:32",1,0
1662,274,"home occupant","my cleaning devices to run when electricity prices are at their lowest","I may save money & not overtax the system.",Energy,,"energy,electricity,consumption","2015-12-29 03:43:47",1,0
1663,273,"home occupant","the home to dynamically adjust temperature of the ac system depending on occupants' presence in certain areas","the air temperature and humidity are always comfortable within the house",Energy,,,"2015-12-29 03:45:02",1,0
1664,271,"pet owner","home that will notify me by text message when my dog is barking","I know about any potential intruders",Safety,,"barking notification","2015-12-29 03:45:42",1,0
1665,274,"home occupant","my TV/audio system to play my favorite news programs in various media ","at desiginated times so I can stay informed & remember it in various ways.",Entertainment,,"news,entertainment","2015-12-29 03:46:30",1,0
1666,273,"home occupant","the windows in the kitchen have a transparent display for news and outside temperature","I could get an update on news and weather in the morning",Entertainment,,,"2015-12-29 03:46:55",1,0
1667,273,"home occupant","the smart home to call the police if there has been trespassing while the owners are not at home","the residence and possessions within it remain safe",Safety,,,"2015-12-29 03:48:48",1,0
1668,274,"pet owner, home occupant","feature that will interect with my dog for an hour each day","so that my dog  will be  happy & engaged when I'm away from home.",Other,pets,"dog,play","2015-12-29 03:49:30",1,0
1669,273,"home occupant","the fridge to be able to automatically restock itself based on a pre-programmed schedule","I could always have a full stock of my favorite groceries",Other,Groceries,,"2015-12-29 03:50:40",1,0
1670,271,"owner of many devices","home that turn off a power outlet when it senses that a plugged in device is fully charged","I don't have to remember to unplug a fully charged device.",Energy,,"stop charging","2015-12-29 03:51:13",1,0
1672,271,"music fan","home that will auto cast music to different rooms when I go from one room to another","I can continue to enjoy my music while I move around my home",Entertainment,,"music cast","2015-12-29 03:53:25",1,0
1673,274,"home occupant","a device that monitors basic health information when I am at home","I may be aware of any changes.",Health,,"health,wellness","2015-12-29 03:53:56",1,0
1674,271,"home owner","home that will notify me if the stove or oven is on with no one in the home","there will be no fire hazard",Safety,,"stove, oven","2015-12-29 03:55:15",1,0
1675,274,"home occupant","my Smart House to bark loudly at randon times when I'm away","the neighbors/looters think I am inside",Safety,,"safety,pets","2015-12-29 03:55:32",1,0
1676,271,"home owner","a mail box that will automatically lock itself after the mail has been deliver","my mail cannot be stolen",Safety,,"mail box safety","2015-12-29 03:56:46",1,0
1678,274,"home occupant","My Smart Home to update me when asked about my energy consumption","benefit by knowing how I may change my usage.",Energy,,"consumption, energy","2015-12-29 03:59:08",1,0
1679,274,"home occupant","my Smart Home to have an excellent taste of music","may dance & be happy at home.",Entertainment,,"music, happy","2015-12-29 04:01:10",1,0
1681,274,"home occupant","my Smart Home to have many accents to talk to me in","I may benefit from the presence of a Britt, Kiwi, or something just seductive",Other,Language,"language, accent","2015-12-29 04:03:21",1,0
1682,276,"pet owner","Alarm me whenever pets leave designated spot.","I know when my pet runs away.",Safety,,Safety,"2015-12-29 04:09:56",1,0
1683,276,"home occupant","to know when there's water running","I can turn off water and save.",Safety,,"conserve, energy","2015-12-29 04:11:57",1,0
1684,276,parent,"an alarm system to alert everyone whenever it's time to eat","not inform everyone",Other,Food,"food, alert","2015-12-29 04:14:17",1,0
1685,276,parent,"to turn on and off electronics in the house","I can make sure when to conserve energy and make sure everyone goes to sleep on time.",Energy,,"Energy, Alert, Save","2015-12-29 04:15:54",1,0
1686,276,"home occupant","an alarm that will sound my room really loud","I can wake up on time regardless of how I feel",Entertainment,,"Business, productivity, alarm","2015-12-29 04:17:51",1,0
1687,276,parent,"a headcount of how many people come and leave the house.","I can keep up with the security in the house manually.",Safety,,"Safety, alert, alarm","2015-12-29 04:19:26",1,0
1688,276,parent,"to be notified when someone is somewhere in the house where they don't belong","I can protect certain belongings.",Safety,,Safety,"2015-12-29 04:20:21",1,0
1689,276,"home occupant","a location finder for items","I can find whatever important I need whenever I forget.",Entertainment,,"Safety, alarm, Assist","2015-12-29 04:21:51",1,0
1690,276,"home occupant","a energy consumption detector","I can see whoever is using too much energy",Energy,,"conserve, energy","2015-12-29 04:22:49",1,0
1691,276,parent,"a voice detector for whenever someone screams for cry of help","I can alert the police or authority whenever I'm not at home.",Safety,,"Safety, Alert,","2015-12-29 04:24:19",1,0
1692,279,"tv show lover","my tv to send a notification to my phone to remind me when my favorite show are returning for a new season","i dont miss the first episode",Entertainment,n/a,entertainment,"2015-12-29 04:34:03",1,0
1693,279,parent,"to know when my fridge is running low on everyday essentials by sending me a message to my phone","i know my family doesn't run out of food that they use daily",Other,"nutrition ","food, breakfast, lunch, dinner","2015-12-29 04:36:08",1,0
1694,279,parent,"to know how long my air conditioners been running each day by sending me a message to my phone","i could keep my energy bill in check",Energy,n/a,"energy, air conditioner, summer, heat","2015-12-29 04:37:51",1,0
1695,279,parent,"my kitchen stove and oven to notify me via text when i accidentally leave it on when im out the house or asleep","i could keep my family safe and not burn down the house",Safety,n/a,"kitchen, stove, oven, fire","2015-12-29 04:40:11",1,0
1697,279,parent,"my to be notified when i have scheduled medication to take give the kids or myself when feeling sick","i dont forget to miss a dose and risk not feeling well longer",Health,n/a,"medicine, sick, ill","2015-12-29 04:42:20",1,0
1698,279,"music fan","my music device to notify me when my favorite artist release new music","i could keep up with their latest music and download it",Entertainment,n/a,"music, artist, album","2015-12-29 04:44:28",1,0
1699,279,parent,"my smart home to notify me when my smart phone is full charged","i could remove it and not risk burning out the battery or wasting unnecessary energy ",Energy,n/a,"phone, energy, charger","2015-12-29 04:46:16",1,0
1700,279,"home occupant","my laundry dryer to notify me when my clothes are dried even when it is still running","so i could remove them and not have to have the dryer running when it is not needed so i could save energy",Energy,n/a,"dryer, clothes, laundry","2015-12-29 04:48:06",1,0
1701,280,"home owner","my windows and doors to be locked in accordance with my (or family members) voice 'LOCK' and 'UNLOCK'","my home can maintain privacy and safety",Safety,,,"2015-12-29 04:49:41",1,0
1702,279,"home occupant","to know how long my shower been running each day while my family and myself use it","i could save water and limit the usage and play my part in helping the environment",Other,"environmental ","water, shower, bathroom, drought","2015-12-29 04:50:13",1,0
1703,279,parent,"my tv to notify me how long my children spend each day watching their favorite shows","i could limit their viewing time and make sure they do other things more productive like exercise",Health,n/a,"tv, children, shows","2015-12-29 04:51:39",1,0
1704,280,"home owner","a internet radio streaming live broadcasting world wide to play according to my voice","I can enjoy my favorite music and play",Entertainment,,,"2015-12-29 04:56:19",1,0
1705,281,"home occupant","an automatic shower","it comes on the same time I wake up so I can just walk in",Health,,"shower, automatic","2015-12-29 04:57:40",1,0
1706,281,"home occupant","automatic gas fireplace","I don't have to get up from the couch to turn it on",Energy,,"fireplace automatic","2015-12-29 04:59:26",1,0
1707,280,"health advisor","to show the food calories, vitamins etc in our family food taken","I am aware of correct nutrition level.",Health,,,"2015-12-29 04:59:32",1,0
1708,281,"home occupant","automatic stove","I can turn it on when I am at work",Energy,,"stove, turning on","2015-12-29 05:00:11",1,0
1709,281,"home occupant","an automatic clothes washer","it can start on it's own, on a set schedule",Energy,,"washing machine, schedule","2015-12-29 05:01:25",1,0
1710,280,"pet lover","my pets to be watched over screen and to know the necessary foods available for them","I can keep them healthy",Health,,,"2015-12-29 05:02:26",1,0
1712,281,"home occupant","room senors","the second I walk in the room, the lights and tv can come on and my laptop will boot up without doing anything",Energy,,"tv, lights, laptop, room","2015-12-29 05:03:49",1,0
1713,281,"home occupant","automatic lawnmower","it can cut the grass itself without anyone doing it",Other,outside,"lawnmower, grass","2015-12-29 05:05:15",1,0
1714,280,"social worker","a bike which runs in herbs oil (not petrol/diesel)","global-warming should be less and no co2",Energy,,CO2,"2015-12-29 05:05:54",1,0
1715,281,"home occupant","automatic toaster","it can cook my toast before I wake up",Other,kitchen,"toast, toaster","2015-12-29 05:06:31",1,0
1717,281,"home occupant","automatic toiletseat","once I walk up to it, the lid opens and when I am finished, the lid shuts and flushes by itself",Health,,"toilet, bathroom, lid","2015-12-29 05:07:39",1,0
1718,280,"home occupant","my dirty clothes clean without water and detergent powder","water can be saved",Other,environment,,"2015-12-29 05:08:33",1,0
1719,281,"home occupant","automatic meat dicer","I don't have to cut the meat and do a lot of work in the kitchen",Other,kitchen,"meat, slicer, kitchen, cut","2015-12-29 05:08:52",1,0
1721,281,"home occupant","an automatic trash can","once it's full, it will alert me and will tie the bag shut by itself",Other,kitchen,"trash can, bag","2015-12-29 05:09:58",1,0
1724,280,"home occupant","my children away from water, pit, pesticide and other poisonous things","I am aware of  my children safety",Safety,,,"2015-12-29 05:10:59",1,0
1729,280,"home owner","my house lights and lamps got lighted from solar energy only without electricity","electricity can be saved",Energy,,solar,"2015-12-29 05:13:55",1,0
1735,280,"home owner","an object replaced by Fans to be produced (breezing ) cool natural fresh air","I can save electricity and to be healthy",Health,,,"2015-12-29 05:17:30",1,0
1737,280,"home owner","a mirror that shows weather reports, daily to-do listings, reminders etc using Glass technology","I am aware of my daily programs, forecast etc.",Entertainment,,,"2015-12-29 05:21:35",1,0
1738,284,"home occupant","voice-activated lights","I can turn on and off the lights wherever I am in the room.",Energy,,"light voice-activated","2015-12-29 05:58:59",1,0
1739,284,parent,"an alarm to go off whenever someone who is under a certain height goes out of the house","my children will be secure.",Safety,,"door locks","2015-12-29 06:01:35",1,0
1740,284,"home occupant","an automatic pet feeder","I won't have to take note of the time my pet last ate.",Other,Convenience,"pet feedings","2015-12-29 06:09:16",1,0
1741,284,"home occupant","to have changing ambiance ""scenes""","we will automatically have different themes for different events or parties.",Entertainment,,"scenes ambience party events","2015-12-29 06:12:20",1,0
1742,284,parent,"automatic security gates on staircases","it will automatically put up security measures when my child comes within a few feet from the stairs.",Safety,,"stairs safety","2015-12-29 06:13:53",1,0
1743,284,"home occupant","an automatic solar panel","it will automatically switch all electrical consumption to solar and store energy during the day.",Energy,,"solar panel electricity","2015-12-29 06:16:12",1,0
1744,284,"home occupant","an automatic air conditioner that would detect when I am nearly home and automatically turn on","the house is already comfortably warm or cool when I enter it.",Other,Convenience,"aircondition warm cool temperature","2015-12-29 06:25:23",1,0
1745,284,"home occupant","a security camera and a siren which can be remotely monitored","it would be good for chasing thieves away.",Safety,,"camera siren thieves","2015-12-29 06:27:29",1,0
1746,284,"home occupant","a device that can be tagged to keys, pets, phones, etc.","if they are missing, I will be immediately informed and be able to locate them.",Other,Convenience,"keys pets missing","2015-12-29 06:29:51",1,0
1747,284,"home occupant","my appliances to send an alert when it needs cleaning or repair","it will be immediately notified and have it repaired.",Energy,,"appliances cleaning repair","2015-12-29 06:33:00",1,0
1748,287,"movie lover","my tv to tell me when new movie releases in my geners are released","i can keep up with new movies",Entertainment,,entertainment,"2015-12-29 11:33:08",1,0
1749,290,"home owner","all the lights in every room to turn off at 11pm","we don't waste electricity and can sleep in peace",Energy,,"light bulbs","2015-12-29 11:34:19",1,0
1750,293,"home occupant","windows that open with smartphone","so that i dont have to do it manually.",Other,automation,automation,"2015-12-29 11:34:19",1,0
1751,287,"home occupant","sensors around house to tell me when someone gets within 10 ft of house","i can keep my family safe",Safety,,"motion detectors, safety","2015-12-29 11:34:32",1,0
1752,293,"home occupant","something that automatically vaccums","so i dont have to do it manually.",Safety,,vaccuming.,"2015-12-29 11:35:00",1,0
1753,290,parent,"the front and back doors to automatically lock after 6pm","if we forget to close them we don't have to worry about burglars",Safety,,"locks ","2015-12-29 11:35:07",1,0
1754,287,"home owner","my safe to alert my phone when someone tries to open it","i can know if someone is getting in",Safety,,safe,"2015-12-29 11:35:26",1,0
1755,293,"home occupant","opens doors by fingerprints","so that i dont have to do it manually.",Energy,,"open doors.","2015-12-29 11:35:46",1,0
1756,293,"home occupant","something that cleans, dust.","no manual labor.",Health,,cleaning,"2015-12-29 11:36:10",1,0
1757,287,"bill payer","my phone to tell me the temp in my house and allow me to adjust it","i can keep my bill lower",Energy,,"bill, energy","2015-12-29 11:36:42",1,0
1758,290,parent,"my smartphone to have an app to show me video of the baby room at all times","i can always check on the well-being of my infant",Safety,,"smartphone app","2015-12-29 11:37:07",1,0
1759,289,"home occupant","a device that monitors the last time someone did a chore","I don't have to keep track of it",Energy,,"memory, comfort","2015-12-29 11:37:14",1,0
1760,293,"home occupant","something that cuts grass","i dont have to do it manually.",Energy,,"grass cut","2015-12-29 11:37:43",1,0
1761,287,parent,"my medicine cabinet to remind me to give children medicine","i don't forget to give them vitamins",Health,,health,"2015-12-29 11:37:51",1,0
1762,289,"home occupant","a device that tells me what devices are taking up the most energy","I don't waste energy",Energy,,"energy, efficiency,","2015-12-29 11:38:03",1,0
1763,290,"home owner","all my electronics in the living room to turn on when i open the front door","i dont' waste time turning everything on manually",Entertainment,,"electronics convenience","2015-12-29 11:38:14",1,0
1764,293,"home occupant","something that prevents sun from coming in windows.","so no sun pentrates.",Safety,,"sun protection","2015-12-29 11:38:15",1,0
1765,287,parent,"a medice cabnit that locks and lets me know when someone tries to open it","pills can not be misused",Health,,"pill, health","2015-12-29 11:38:49",1,0
1766,293,"home occupant","sprinklers that come on automatically and consumers water","so i dont have to do it.",Energy,,sprinklers.,"2015-12-29 11:38:49",1,0
1767,289,"home occupant","my house to turn off devices that haven't been used in a certain amount of time","I don't waste energy",Energy,,"energy, efficiency,","2015-12-29 11:38:52",1,0
1768,293,"home occupant","something that turns my tv on at a certain time of the day","so i dont have to do it",Entertainment,,tv,"2015-12-29 11:39:20",1,0
1769,289,"home occupant","cameras that turn on when they sense movement","trespassers can be identified",Safety,,,"2015-12-29 11:39:39",1,0
1770,293,"home occupant","automatic shower heads turning on at a certain time.","enables it to get hot",Energy,,shower,"2015-12-29 11:39:53",1,0
1771,287,"home owner","to send grocery list from fridge to phone","i wont forget my list",Health,,grocery,"2015-12-29 11:39:55",1,0
1772,293,"home occupant","turns fans on at a certain temp","dont have to do it manually.",Energy,,fans,"2015-12-29 11:40:25",1,0
1773,289,"home occupant","a water guage","I can keep track of how much water has been used that month",Energy,,water,"2015-12-29 11:40:37",1,0
1774,287,parent,"to control tv consumption from my phone","my kids cant watch all the time",Entertainment,,tv,"2015-12-29 11:40:40",1,0
1775,294,"home owner","my home to adjust the lighting on my computer and television screens according to the amount of light in the room","straining in my eyes are reduced while I am working or reading.",Health,,"television, appliances, computers","2015-12-29 11:40:52",1,0
1776,287,parent,"to shut off all phones in the house at certain times","i can control media usage",Entertainment,,"cell phone","2015-12-29 11:41:31",1,0
1777,289,"home occupant","a loud speaker system","I don't have to yell ",Other,ease,tech,"2015-12-29 11:41:39",1,0
1779,287,"home owner","my phone to tell me when someothing is wrong with the electrical system in house","i can get it fixed",Safety,,electrical,"2015-12-29 11:42:25",1,0
1780,289,student,"reminders to pop up after a certain amount of time","I don't forget to do my work",Entertainment,,work,"2015-12-29 11:42:34",1,0
1781,290,"pet owner","my phone to alert me if the dog leaves the premise using a sensor on the dog's collar","i know if the dog has escaped the area",Safety,,"pets safety","2015-12-29 11:42:40",1,0
1783,290,"home owner","the temperature to always be changeable via a phone app","i can have all thermostats change to a specific temperature using just one device",Energy,,"temperature app","2015-12-29 11:43:43",1,0
1784,294,"home occupant","my home to adjust the air flow and amount of humidity","I can do things comfortably in my home without getting overheated.",Energy,,"energy, temperature, air conditioning","2015-12-29 11:43:58",1,0
1787,289,parent,"the ability to remotely unlock the house","if someone forgets their key they don't have to break in or wait",Safety,,tech,"2015-12-29 11:44:22",1,0
1788,290,"home owner","an app to turn off the stove in case i'm not home and i forgot to turn it off","i won't cause a possible fire and waste energy",Safety,,"stove safety","2015-12-29 11:45:16",1,0
1789,289,"pet owner","a device that tells me when my pet gets into a room or something they're not meant to be in (i.e. the trash)","I can get them soomer",Safety,,pets,"2015-12-29 11:45:33",1,0
1791,289,"home occupant","a rotating closet rack","i just think it would be cool",Entertainment,,clothes,"2015-12-29 11:46:14",1,0
1792,294,"home owner","my home to tell me when there is spoiled food in the refigerator","I know when to throw out food.",Health,,,"2015-12-29 11:46:19",1,0
1794,290,"home owner","an app which shows video of who rang my doorbell when i wasn't at home","i can see who stopped by when i wasn't home",Other,knowledge,"app video","2015-12-29 11:46:22",1,0
1796,290,parent,"an app that tells me if my child gets near a dangerous appliance like a stove","safety for my child",Safety,,"app safety","2015-12-29 11:47:14",1,0
1797,294,"home owner","my home to record television shows I missed while I was away","I can watch them when I have free time.",Entertainment,,,"2015-12-29 11:47:22",1,0
1799,290,parent,"a sensor to go off if my child tries to open an electrical device ","my child doesn't receive an electric shock",Safety,,"app safety shock","2015-12-29 11:48:12",1,0
1800,294,"home owner","my smart home to set alarms to remind me when to take medicine","I don't forget to take them.",Health,,"timer, medication","2015-12-29 11:49:10",1,0
1801,286,parent,"my smart floor to alert me when ever my child keep non eatable item in her mouth","I can rush to them and stop her before putting it in her mouth",Safety,,"children, safety","2015-12-29 11:49:33",1,0
1803,294,"home owner","my smart home to contact the police if anyone has broken into my home","my home can be protected while I am away.",Safety,,alerts,"2015-12-29 11:50:09",1,0
1804,294,"pet owner","my home to keep track of where my pet is","I can find them if they run away.",Safety,,pets,"2015-12-29 11:51:43",1,0
1805,286,occupant,"my water tank to make an before getting emply","I will start to refill my water tank",Energy,,Alerts,"2015-12-29 11:52:10",1,0
1806,294,"home owner","my home to play white noise while I sleep","I can rest better.",Entertainment,,sleep,"2015-12-29 11:52:25",1,0
1807,286,"music lover","my smart music system to recognize my mood when I enter home and play a song to that ","I can enjoy or I feel to be alone with the song ",Entertainment,,music,"2015-12-29 11:54:43",1,0
1808,294,"home owner","my home to turn on my coffee pot and make me coffee 10 minutes before I wake up","I can drink it as soon as I am awake",Entertainment,,coffee,"2015-12-29 11:55:11",1,0
1809,294,parent,"my home to turn off the television, mobile phones and computer until my children are done studying","my children can finish their homework without distractions",Energy,,"appliances, computer, studying","2015-12-29 11:56:33",1,0
1810,297,"home cook","stove fans to come on automatically","the level of smoke from cooking is maintained. ",Health,,"cooking,safety, air quality","2015-12-29 11:59:06",1,0
1811,296,"pet owner","Stay distance the computed equipment from pets.","They protcted, and second one it was safe to computed system.",Safety,,"Safety , distance, alert.","2015-12-29 11:59:19",1,0
1813,286,parent,"my smart mobile to send me an SMS when my child is not feeling well, when I am in office","I can rush or alert my family doctor to attend them",Safety,,Health,"2015-12-29 11:59:48",1,0
1814,299,resident,"my smart home to alert me when some enters the building i live in","so i know when someone is coming up the stairs near my apartment",Safety,,alert,"2015-12-29 11:59:53",1,0
1815,297,parent,"the wifi to turn off at bedtime","my kids wont be using it too late. ",Entertainment,,"parenting, media use","2015-12-29 12:00:25",1,0
1816,299,"home occupant","my smart home to let me know if water is running when an area isn't occupied","I can save on water costs",Other,water,"water, conservaton","2015-12-29 12:01:04",1,0
1817,299,"pet owner","my smart home to alert me when my dog enters a room","so I know where she is",Safety,,pets,"2015-12-29 12:01:38",1,0
1818,297,"home occupant","the beds to warm 10 mins before I enter","i wont have to feel cold sheets",Entertainment,,"warm sheets, comfort","2015-12-29 12:01:55",1,0
1819,299,"home owner","my smart home to turn off appliances (tv/computer) when a room is empty","I can save on electricity",Energy,,electronics,"2015-12-29 12:02:39",1,0
1820,297,"home occupant","the heated floors to turn on 30 mins before my alarm","they only turn on when i need them",Entertainment,,"save energy, warm floors","2015-12-29 12:03:07",1,0
1821,299,"home owner","my smart home to alert me when a burner is on in the kitchen when it is unoccupied","prevent a fire",Safety,,"fire, kitchen","2015-12-29 12:03:32",1,0
1823,286,"home occupant","my vacuum cleaner to clean to floors at a particular time daily or as I Program ","my house will be clean ",Health,,Health,"2015-12-29 12:04:31",1,0
1824,296,"music lover","Auto volume control when vetting out from my room while listening ,and auto increase when enters , switch volume and song changes with my words.","Easy to.use , feel lively while listen music .",Entertainment,,"Automatic , sound, controls .","2015-12-29 12:04:49",1,0
1825,297,"home occupant","the coffee machine to start 5 minutes before my alarm","it will be ready to drink when i get downstairs",Entertainment,,coffee,"2015-12-29 12:04:57",1,0
1826,299,"home occupant","my smart home to record shows I watch without having to pre-program them","maximize my entertainment",Entertainment,,"tv, dvr","2015-12-29 12:05:15",1,0
1827,299,parent,"my smart home to alert me when someone is in the medicine cabinet","protect my children from taking medicines by accident",Safety,,"medication, bathroom","2015-12-29 12:06:09",1,0
1828,297,"home occupant","the windows and doors to lock automatically after 10 pm","when i forget to do it manually, I know I am safe. ",Safety,,"safety, lock entrances","2015-12-29 12:06:52",1,0
1829,301,gardener,"a soil monitor","I can be alerted when my plants need watering",Other,garden,"plant, garden, vegetable","2015-12-29 12:06:54",1,0
1830,299,"home owner","my smart home to alert me when the oven is on, but there isn't anything in it","avoid a fire or gas leak",Safety,,"kitchen, cooking","2015-12-29 12:07:03",1,0
1831,297,"home occupant","to be alerted when I have mail","I know when to check it because I don't always receive mail",Entertainment,,mail,"2015-12-29 12:08:04",1,0
1832,299,"home owner","smart home to send a picture to my phone of anyone standing on my doorstep","know who is visiting me before I choose to answer the door",Safety,,visitors,"2015-12-29 12:08:05",1,0
1833,301,"home owner","automatic lights which turn off when I leave a room or only turn on when ambient light is low","I can save everygy",Energy,,"lights, power, lighting","2015-12-29 12:08:25",1,0
1834,299,parent,"to be alerted where my children are when i am not home","i know that they aren't getting into trouble or doing things they shouldn't be doing",Safety,,"after school","2015-12-29 12:08:58",1,0
1835,297,"home occupant","to control fireplace from my phone","make my life easier",Entertainment,,"fireplace, mobile control","2015-12-29 12:10:01",1,0
1836,296,"home occupant","Auto temperature system that was bonded with outside climate and it was suitable the body needs like hot in winter, cool in summer with high techinical system.","It helps to gain health  , give comfortness .",Health,,"Temperature, summer, winter, automatic .","2015-12-29 12:10:31",1,0
1837,301,"fitness conscious person","scale and other sensors builtin to the shower floor with displayable metrics","everyday I can monitor my weight and pulse in a way that makes efficient use of my time",Health,,"weight, health, biometrics, ","2015-12-29 12:10:47",1,0
1838,301,"music lover","an all room speaker system","speakers turn on when I enter a room and turn off in the room I left",Entertainment,,"music, speaker, surround sound","2015-12-29 12:11:59",1,0
1839,297,"home occupant","the front door to lock automatically behind me","i know everyone in the house is safe",Safety,,"safety, front door ","2015-12-29 12:12:12",1,0
1840,286,"music lover","my smart television to play song which I sing ","it will keep me enjoyable",Energy,,Music,"2015-12-29 12:12:48",1,0
1841,301,"home owner","automatic locking doors","doors will lock automatically but unlock when I touch the knob via fingerprint sensor",Safety,,"door, lock, automatic, ","2015-12-29 12:13:15",1,0
1842,297,parent,"to see what channels are being watched through my phone","I know my kids are watching appropriate channels",Entertainment,,"parenting, tv","2015-12-29 12:13:58",1,0
1843,301,"sports fan","a system that will turn on televisions to the current channel when I enter a room","I won't miss anything when watching a game",Entertainment,,"sports, television","2015-12-29 12:14:38",1,0
1844,296,"home occupant","Auto control power ,save energy , that was the system that control power after sleep, and empty rooms , reduce energy saving modes was also include.","Saver electrical energy, supports green planet.",Energy,,"Auto, power saver, green planet.","2015-12-29 12:14:58",1,0
1845,286,"home occupant","my chimney to switch on whenever I start my stove","my kitchen will be clean",Energy,,Kitchen,"2015-12-29 12:15:30",1,0
1846,301,"home owner","a thermostat what adjusts itself based on the outdoor temperature","I can conserve energy but also maintain a pleasant temperature inside",Energy,,thermostat,"2015-12-29 12:15:44",1,0
1847,301,"home owner","a connected washing machine that could turn on when I leave work","my clothes can be ready to put in the dryer when I get home and will not have been wet in the washer all day",Other,laundry,"washing machine, laundry","2015-12-29 12:18:21",1,0
1848,296,"home occupant","Auto gardening sgstem like watering plants with under ground watering system , by time to time shedule arrange remote watering system.","Watering plants daily without miss a day, grew well.",Other,"Garden care.","Plants, watering, underground.","2015-12-29 12:19:45",1,0
1849,301,"home owner","automatically closing windows when a person is within a certain range of the window","I can leave windows open on a nice day instead of running the air conditioning, but also maintain the safety of my house",Safety,,"windows, lock","2015-12-29 12:20:07",1,0
1850,301,"home owner","a phone app that displays current energy use and tracks long term stats","I can be aware of my energy usage and be alerted to high usage that I may want to correct",Energy,,"app, conserve energy","2015-12-29 12:21:59",1,0
1851,296,"pet owner","Fix auto alarm for feed food , and take out , everything need in system.","Get i. Order , different pet maintainence .",Other,"Pet care.","Pet , alarm, feed.","2015-12-29 12:23:54",1,0
1852,286,parent,"my smart television to capture my kids naughty things","I will enjoy seeing it when I am back to home",Energy,,Television,"2015-12-29 12:28:12",1,0
1853,302,"home occupant","Windows that will tell me what temperature it is outside along with the weather conditions. ",Health,Health,,"Appliances Windows","2015-12-29 12:28:33",1,0
1854,296,"home occupant","Car parking alert indication from shed  that was touches by anyone must indicate to bedroom in purpose of saftey.","Protect from snatches .",Safety,,"Indication, protect, shed, car","2015-12-29 12:29:21",1,0
1855,302,"home occupant","a back door that will warn me when someone approaches within 15 feet of my door","I can know if someone is approaching my house ahead of time. ",Safety,,"Alarm Safety","2015-12-29 12:29:55",1,0
1856,286,"home occupant","my wall to act as a in built wifi router ","I can access the internet without using an external router",Energy,,Internet,"2015-12-29 12:30:28",1,0
1858,302,"home occupant","Windows that will alert me and call the police when someone try's to open them. ","I know if someone is trying to break into my house. ",Safety,,"safety windows","2015-12-29 12:31:02",1,0
1859,286,"home owner","all my electronics and electrical items to get witched off if there is no one there for certain time","I can save my bills",Energy,,Electrical,"2015-12-29 12:31:47",1,0
1860,296,"home occupant","In separate room that mention gym must built an auto computer trainee to do workouts and other physical works.","Command to body, no need to go gym outside.",Health,,"Gym, computed , workouts.","2015-12-29 12:33:08",1,0
1861,302,"home occupant","a panel that will let me know which devices are currently using energy but are not being used such as lights","I can save money and energy",Energy,,"Energy Panel","2015-12-29 12:33:51",1,0
1862,302,"home occupant","windows that change tint when the lighting in the house becomes too bright","My eyes are not blinded when it's really bright out",Health,,"windows lighting","2015-12-29 12:34:57",1,0
1863,302,"home occupant","windows that will light up when it's dreary outside to brighten my mood","my mood is elevated throughout the day no matter what it's like outside",Health,,"windows lighting","2015-12-29 12:35:48",1,0
1864,296,"music lover","Arrange home theatres every room and the music follow with my body where ever in house , the music play only in the room where at the present , it moves with me .","Live music , kind of satisfaction in listening music .",Entertainment,,"Mudic, follow, walk, ","2015-12-29 12:36:28",1,0
