id,presurvey_question_id,user_id,description,created_at
7751,2,706,"18 to 24","2016-03-03 15:05:12"
7752,3,706,"Some college but no degree","2016-03-03 15:05:12"
7753,4,706,"Computer Science","2016-03-03 15:05:12"
7754,5,706,No,"2016-03-03 15:05:12"
7755,6,706,Low,"2016-03-03 15:05:12"
7756,7,706,"Very low","2016-03-03 15:05:12"
7757,8,706,"Not sure","2016-03-03 15:05:12"
7758,9,706,,"2016-03-03 15:05:13"
7759,1,707,Female,"2016-03-03 15:05:01"
7760,2,707,"25 to 34","2016-03-03 15:05:01"
7761,3,707,"Bachelor degree","2016-03-03 15:05:01"
7762,4,707,"Business Administration","2016-03-03 15:05:01"
7763,5,707,No,"2016-03-03 15:05:01"
7764,6,707,Medium,"2016-03-03 15:05:01"
7765,7,707,Medium,"2016-03-03 15:05:02"
7766,8,707,"Not sure","2016-03-03 15:05:02"
7767,9,707,,"2016-03-03 15:05:02"
7768,1,708,Male,"2016-03-03 15:04:53"
7769,2,708,"25 to 34","2016-03-03 15:04:53"
7770,3,708,"Some college but no degree","2016-03-03 15:04:53"
7771,4,708,"Computer Networking and Security","2016-03-03 15:04:53"
7772,5,708,"Yes; for less than a year","2016-03-03 15:04:53"
7773,6,708,Medium,"2016-03-03 15:04:53"
7774,7,708,Low,"2016-03-03 15:04:53"
7775,8,708,"Not sure","2016-03-03 15:04:53"
7776,9,708,,"2016-03-03 15:04:53"
7777,1,709,Male,"2016-03-03 15:07:30"
7778,2,709,"35 to 45","2016-03-03 15:07:30"
7779,3,709,"Some college but no degree","2016-03-03 15:07:30"
7780,4,709,Engineering,"2016-03-03 15:07:30"
7781,5,709,"Yes; for more than five years","2016-03-03 15:07:30"
7782,6,709,"Very high","2016-03-03 15:07:30"
7783,7,709,Medium,"2016-03-03 15:07:30"
7784,8,709,No,"2016-03-03 15:07:30"
7785,9,709,,"2016-03-03 15:07:30"
7786,1,710,Male,"2016-03-03 15:07:57"
7787,2,710,"25 to 34","2016-03-03 15:07:57"
7788,3,710,"Bachelor degree","2016-03-03 15:07:57"
7789,4,710,Business,"2016-03-03 15:07:57"
7790,5,710,No,"2016-03-03 15:07:57"
7791,6,710,Medium,"2016-03-03 15:07:57"
7792,7,710,Low,"2016-03-03 15:07:57"
7793,8,710,No,"2016-03-03 15:07:57"
7794,9,710,,"2016-03-03 15:07:57"
7795,1,711,Male,"2016-03-03 15:04:57"
7796,2,711,"25 to 34","2016-03-03 15:04:57"
7797,3,711,"Graduate degree","2016-03-03 15:04:57"
7798,4,711,"Political Science/Spanish","2016-03-03 15:04:57"
7799,5,711,"Yes; for less than a year","2016-03-03 15:04:57"
7800,6,711,Medium,"2016-03-03 15:04:57"
7801,7,711,High,"2016-03-03 15:04:57"
7802,8,711,No,"2016-03-03 15:04:57"
7803,9,711,,"2016-03-03 15:04:57"
7804,1,712,Other,"2016-03-03 15:05:08"
7805,2,712,"18 to 24","2016-03-03 15:05:08"
7806,3,712,"Bachelor degree","2016-03-03 15:05:08"
7807,4,712,history,"2016-03-03 15:05:08"
7808,5,712,No,"2016-03-03 15:05:08"
7809,6,712,High,"2016-03-03 15:05:08"
7810,7,712,Medium,"2016-03-03 15:05:08"
7811,8,712,No,"2016-03-03 15:05:08"
7812,9,712,,"2016-03-03 15:05:08"
7813,1,716,Male,"2016-03-03 15:05:28"
7814,2,716,"35 to 45","2016-03-03 15:05:28"
7815,3,716,"Graduate degree","2016-03-03 15:05:28"
7816,4,716,"Material Science and Engineering, Biotechnology","2016-03-03 15:05:28"
7817,5,716,No,"2016-03-03 15:05:28"
7818,6,716,Medium,"2016-03-03 15:05:28"
7819,7,716,Low,"2016-03-03 15:05:28"
7820,8,716,No,"2016-03-03 15:05:28"
7821,9,716,"I used a web security camera for awhile.","2016-03-03 15:05:28"
7822,1,720,Female,"2016-03-03 15:06:10"
7823,2,720,"55 or older","2016-03-03 15:06:10"
7824,3,720,"Bachelor degree","2016-03-03 15:06:10"
7825,4,720,Business,"2016-03-03 15:06:10"
7826,5,720,No,"2016-03-03 15:06:10"
7827,6,720,Medium,"2016-03-03 15:06:10"
7828,7,720,Medium,"2016-03-03 15:06:11"
7829,8,720,No,"2016-03-03 15:06:11"
7830,9,720,,"2016-03-03 15:06:11"
7831,1,721,Female,"2016-03-03 15:05:34"
7832,2,721,"45 to 54","2016-03-03 15:05:34"
7833,3,721,"Bachelor degree","2016-03-03 15:05:34"
7834,4,721,business,"2016-03-03 15:05:34"
7835,5,721,No,"2016-03-03 15:05:35"
7836,6,721,Low,"2016-03-03 15:05:35"
7837,7,721,Low,"2016-03-03 15:05:35"
7838,8,721,"Not sure","2016-03-03 15:05:35"
7839,9,721,,"2016-03-03 15:05:35"
7840,1,722,Female,"2016-03-03 15:05:42"
7841,2,722,"25 to 34","2016-03-03 15:05:43"
7842,3,722,"Bachelor degree","2016-03-03 15:05:43"
7843,4,722,Biology,"2016-03-03 15:05:43"
7844,5,722,No,"2016-03-03 15:05:43"
7845,6,722,Medium,"2016-03-03 15:05:43"
7846,7,722,Medium,"2016-03-03 15:05:43"
7847,8,722,No,"2016-03-03 15:05:43"
7848,9,722,,"2016-03-03 15:05:43"
7849,1,723,Female,"2016-03-03 15:06:04"
7850,2,723,"55 or older","2016-03-03 15:06:04"
7851,3,723,"Some college but no degree","2016-03-03 15:06:04"
7852,4,723,,"2016-03-03 15:06:04"
7853,5,723,No,"2016-03-03 15:06:04"
7854,6,723,Medium,"2016-03-03 15:06:04"
7855,7,723,Medium,"2016-03-03 15:06:05"
7856,8,723,No,"2016-03-03 15:06:05"
7857,9,723,,"2016-03-03 15:06:05"
7858,1,724,Female,"2016-03-03 15:08:41"
7859,2,724,"25 to 34","2016-03-03 15:08:42"
7860,3,724,"Bachelor degree","2016-03-03 15:08:42"
7861,4,724,"computer science","2016-03-03 15:08:42"
7862,5,724,"Yes; for more than five years","2016-03-03 15:08:42"
7863,6,724,Medium,"2016-03-03 15:08:42"
7864,7,724,Medium,"2016-03-03 15:08:42"
7865,8,724,Yes,"2016-03-03 15:08:42"
7866,9,724,"Smart TV, window blinds","2016-03-03 15:08:42"
7867,1,727,Female,"2016-03-03 15:06:58"
7868,2,727,"35 to 45","2016-03-03 15:06:58"
7869,3,727,"Bachelor degree","2016-03-03 15:06:58"
7870,4,727,,"2016-03-03 15:06:58"
7871,5,727,"Yes; for more than five years","2016-03-03 15:06:58"
7872,6,727,High,"2016-03-03 15:06:58"
7873,7,727,Medium,"2016-03-03 15:06:59"
7874,8,727,No,"2016-03-03 15:06:59"
7875,9,727,,"2016-03-03 15:06:59"
7876,1,728,Male,"2016-03-03 15:06:57"
7877,2,728,"35 to 45","2016-03-03 15:06:57"
7878,3,728,"Bachelor degree","2016-03-03 15:06:57"
7879,4,728,"electrical engineering","2016-03-03 15:06:57"
7880,5,728,"Yes; for more than five years","2016-03-03 15:06:57"
7881,6,728,Medium,"2016-03-03 15:06:57"
7882,7,728,Medium,"2016-03-03 15:06:58"
7883,8,728,Yes,"2016-03-03 15:06:58"
7884,9,728,,"2016-03-03 15:06:58"
7885,1,731,Female,"2016-03-03 15:07:21"
7886,2,731,"18 to 24","2016-03-03 15:07:21"
7887,3,731,"Some college but no degree","2016-03-03 15:07:21"
7888,4,731,Business,"2016-03-03 15:07:21"
7889,5,731,No,"2016-03-03 15:07:21"
7890,6,731,Low,"2016-03-03 15:07:21"
7891,7,731,Low,"2016-03-03 15:07:21"
7892,8,731,"Not sure","2016-03-03 15:07:21"
7893,9,731,,"2016-03-03 15:07:21"
7894,1,733,Female,"2016-03-03 15:10:48"
7895,2,733,"25 to 34","2016-03-03 15:10:48"
7896,3,733,"Bachelor degree","2016-03-03 15:10:48"
7897,4,733,"Exercise Science","2016-03-03 15:10:48"
7898,5,733,No,"2016-03-03 15:10:48"
7899,6,733,Low,"2016-03-03 15:10:48"
7900,7,733,Low,"2016-03-03 15:10:48"
7901,8,733,No,"2016-03-03 15:10:48"
7902,9,733,,"2016-03-03 15:10:49"
7903,1,734,Male,"2016-03-03 15:10:39"
7904,2,734,"35 to 45","2016-03-03 15:10:39"
7905,3,734,"Bachelor degree","2016-03-03 15:10:39"
7906,4,734,biology,"2016-03-03 15:10:39"
7907,5,734,"Yes; for less than a year","2016-03-03 15:10:40"
7908,6,734,High,"2016-03-03 15:10:40"
7909,7,734,Medium,"2016-03-03 15:10:40"
7910,8,734,Yes,"2016-03-03 15:10:40"
7911,9,734,,"2016-03-03 15:10:40"
7912,1,735,Male,"2016-03-03 15:11:04"
7913,2,735,"25 to 34","2016-03-03 15:11:04"
7914,3,735,"Bachelor degree","2016-03-03 15:11:05"
7915,4,735,"electrical engineering","2016-03-03 15:11:05"
7916,5,735,"Yes; for more than five years","2016-03-03 15:11:05"
7917,6,735,Medium,"2016-03-03 15:11:05"
7918,7,735,Medium,"2016-03-03 15:11:05"
7919,8,735,Yes,"2016-03-03 15:11:05"
7920,9,735,,"2016-03-03 15:11:05"
7921,1,736,Male,"2016-03-03 15:10:50"
7922,2,736,"18 to 24","2016-03-03 15:10:50"
7923,3,736,"Some college but no degree","2016-03-03 15:10:50"
7924,4,736,"Business Marketing","2016-03-03 15:10:50"
7925,5,736,No,"2016-03-03 15:10:50"
7926,6,736,Medium,"2016-03-03 15:10:50"
7927,7,736,"Very low","2016-03-03 15:10:50"
7928,8,736,No,"2016-03-03 15:10:50"
7929,9,736,,"2016-03-03 15:10:50"
7930,1,738,Male,"2016-03-03 15:11:13"
7931,2,738,"25 to 34","2016-03-03 15:11:14"
7932,3,738,"Some college but no degree","2016-03-03 15:11:14"
7933,4,738,"Music performance","2016-03-03 15:11:14"
7934,5,738,"Yes; for one to five years","2016-03-03 15:11:14"
7935,6,738,High,"2016-03-03 15:11:14"
7936,7,738,Low,"2016-03-03 15:11:14"
7937,8,738,No,"2016-03-03 15:11:14"
7938,9,738,,"2016-03-03 15:11:14"
7939,1,739,Male,"2016-03-03 15:12:02"
7940,2,739,"45 to 54","2016-03-03 15:12:02"
7941,3,739,"Some college but no degree","2016-03-03 15:12:02"
7942,4,739,,"2016-03-03 15:12:02"
7943,5,739,"Yes; for one to five years","2016-03-03 15:12:02"
7944,6,739,"Very high","2016-03-03 15:12:02"
7945,7,739,Medium,"2016-03-03 15:12:02"
7946,8,739,No,"2016-03-03 15:12:02"
7947,9,739,,"2016-03-03 15:12:02"
7948,1,740,Male,"2016-03-03 15:11:54"
7949,2,740,"35 to 45","2016-03-03 15:11:54"
7950,3,740,"Some college but no degree","2016-03-03 15:11:54"
7951,4,740,"no major","2016-03-03 15:11:54"
7952,5,740,No,"2016-03-03 15:11:54"
7953,6,740,Medium,"2016-03-03 15:11:54"
7954,7,740,Medium,"2016-03-03 15:11:54"
7955,8,740,No,"2016-03-03 15:11:54"
7956,9,740,,"2016-03-03 15:11:54"
7957,1,741,Female,"2016-03-03 15:12:15"
7958,2,741,"25 to 34","2016-03-03 15:12:15"
7959,3,741,"Some college but no degree","2016-03-03 15:12:15"
7960,4,741,"Computer science","2016-03-03 15:12:15"
7961,5,741,"Yes; for one to five years","2016-03-03 15:12:15"
7962,6,741,High,"2016-03-03 15:12:15"
7963,7,741,Medium,"2016-03-03 15:12:15"
7964,8,741,Yes,"2016-03-03 15:12:15"
7965,9,741,,"2016-03-03 15:12:15"
7966,1,742,Female,"2016-03-03 15:11:40"
7967,2,742,"25 to 34","2016-03-03 15:11:40"
7968,3,742,"High school degree or equivalent (e.g., GED)","2016-03-03 15:11:40"
7969,4,742,NA,"2016-03-03 15:11:40"
7970,5,742,No,"2016-03-03 15:11:40"
7971,6,742,"Very low","2016-03-03 15:11:41"
7972,7,742,Low,"2016-03-03 15:11:41"
7973,8,742,No,"2016-03-03 15:11:41"
7974,9,742,,"2016-03-03 15:11:41"
7975,1,743,Female,"2016-03-03 15:12:46"
7976,2,743,"55 or older","2016-03-03 15:12:46"
7977,3,743,"Some college but no degree","2016-03-03 15:12:46"
7978,4,743,Chemistry,"2016-03-03 15:12:46"
7979,5,743,No,"2016-03-03 15:12:46"
7980,6,743,Medium,"2016-03-03 15:12:46"
7981,7,743,Low,"2016-03-03 15:12:46"
7982,8,743,No,"2016-03-03 15:12:46"
7983,9,743,,"2016-03-03 15:12:46"
7984,1,744,Female,"2016-03-03 15:13:16"
7985,2,744,"25 to 34","2016-03-03 15:13:16"
7986,3,744,"Some college but no degree","2016-03-03 15:13:16"
7987,4,744,business,"2016-03-03 15:13:17"
7988,5,744,No,"2016-03-03 15:13:17"
7989,6,744,Medium,"2016-03-03 15:13:17"
7990,7,744,Medium,"2016-03-03 15:13:17"
7991,8,744,Yes,"2016-03-03 15:13:17"
7992,9,744,,"2016-03-03 15:13:17"
7993,1,746,Female,"2016-03-03 15:13:41"
7994,2,746,"25 to 34","2016-03-03 15:13:41"
7995,3,746,"Bachelor degree","2016-03-03 15:13:41"
7996,4,746,"Construction Management","2016-03-03 15:13:41"
7997,5,746,"Yes; for one to five years","2016-03-03 15:13:41"
7998,6,746,Medium,"2016-03-03 15:13:41"
7999,7,746,High,"2016-03-03 15:13:41"
8000,8,746,Yes,"2016-03-03 15:13:41"
8001,9,746,,"2016-03-03 15:13:41"
8002,1,747,Male,"2016-03-03 15:13:46"
8003,2,747,"18 to 24","2016-03-03 15:13:47"
8004,3,747,"Some college but no degree","2016-03-03 15:13:47"
8005,4,747,finance,"2016-03-03 15:13:47"
8006,5,747,No,"2016-03-03 15:13:47"
8007,6,747,Medium,"2016-03-03 15:13:47"
8008,7,747,Medium,"2016-03-03 15:13:47"
8009,8,747,Yes,"2016-03-03 15:13:47"
8010,9,747,,"2016-03-03 15:13:47"
8011,1,748,Male,"2016-03-03 15:15:19"
8012,2,748,"18 to 24","2016-03-03 15:15:19"
8013,3,748,"Bachelor degree","2016-03-03 15:15:19"
8014,4,748,"Anthropology and Political Science (double)","2016-03-03 15:15:19"
8015,5,748,No,"2016-03-03 15:15:19"
8016,6,748,Medium,"2016-03-03 15:15:19"
8017,7,748,Low,"2016-03-03 15:15:19"
8018,8,748,No,"2016-03-03 15:15:20"
8019,9,748,,"2016-03-03 15:15:20"
8020,1,750,Male,"2016-03-03 15:19:37"
8021,2,750,"25 to 34","2016-03-03 15:19:37"
8022,3,750,"High school degree or equivalent (e.g., GED)","2016-03-03 15:19:37"
8023,4,750,n/a,"2016-03-03 15:19:37"
8024,5,750,No,"2016-03-03 15:19:37"
8025,6,750,Low,"2016-03-03 15:19:37"
8026,7,750,Low,"2016-03-03 15:19:37"
8027,8,750,No,"2016-03-03 15:19:37"
8028,9,750,n/a,"2016-03-03 15:19:37"
8029,1,753,Male,"2016-03-03 15:22:28"
8030,2,753,"25 to 34","2016-03-03 15:22:28"
8031,3,753,"Bachelor degree","2016-03-03 15:22:28"
8032,4,753,"Information Technology","2016-03-03 15:22:28"
8033,5,753,"Yes; for less than a year","2016-03-03 15:22:28"
8034,6,753,High,"2016-03-03 15:22:28"
8035,7,753,High,"2016-03-03 15:22:28"
8036,8,753,Yes,"2016-03-03 15:22:28"
8037,9,753,,"2016-03-03 15:22:28"
8038,1,755,Male,"2016-03-03 15:23:24"
8039,2,755,"25 to 34","2016-03-03 15:23:24"
8040,3,755,"Bachelor degree","2016-03-03 15:23:24"
8041,4,755,"Art History","2016-03-03 15:23:24"
8042,5,755,No,"2016-03-03 15:23:24"
8043,6,755,Medium,"2016-03-03 15:23:24"
8044,7,755,"Very low","2016-03-03 15:23:24"
8045,8,755,No,"2016-03-03 15:23:24"
8046,9,755,,"2016-03-03 15:23:24"
8047,1,756,Male,"2016-03-03 15:30:04"
8048,2,756,"35 to 45","2016-03-03 15:30:04"
8049,3,756,"Some college but no degree","2016-03-03 15:30:04"
8050,4,756,"Business Administration","2016-03-03 15:30:04"
8051,5,756,No,"2016-03-03 15:30:04"
8052,6,756,Medium,"2016-03-03 15:30:04"
8053,7,756,Low,"2016-03-03 15:30:04"
8054,8,756,No,"2016-03-03 15:30:04"
8055,9,756,,"2016-03-03 15:30:05"
8056,1,757,Male,"2016-03-03 15:25:08"
8057,2,757,"18 to 24","2016-03-03 15:25:08"
8058,3,757,"Some college but no degree","2016-03-03 15:25:08"
8059,4,757,"Political Science","2016-03-03 15:25:08"
8060,5,757,"Yes; for one to five years","2016-03-03 15:25:08"
8061,6,757,High,"2016-03-03 15:25:08"
8062,7,757,High,"2016-03-03 15:25:08"
8063,8,757,Yes,"2016-03-03 15:25:08"
8064,9,757,,"2016-03-03 15:25:08"
8065,1,759,Other,"2016-03-03 15:26:59"
8066,2,759,"25 to 34","2016-03-03 15:26:59"
8067,3,759,"High school degree or equivalent (e.g., GED)","2016-03-03 15:26:59"
8068,4,759,N/A,"2016-03-03 15:26:59"
8069,5,759,No,"2016-03-03 15:26:59"
8070,6,759,Low,"2016-03-03 15:27:00"
8071,7,759,"Very low","2016-03-03 15:27:00"
8072,8,759,No,"2016-03-03 15:27:00"
8073,9,759,,"2016-03-03 15:27:00"
8074,1,760,Male,"2016-03-03 15:28:42"
8075,2,760,"35 to 45","2016-03-03 15:28:43"
8076,3,760,"Bachelor degree","2016-03-03 15:28:43"
8077,4,760,"Computer Information Systems","2016-03-03 15:28:43"
8078,5,760,"Yes; for one to five years","2016-03-03 15:28:43"
8079,6,760,High,"2016-03-03 15:28:43"
8080,7,760,Medium,"2016-03-03 15:28:43"
8081,8,760,Yes,"2016-03-03 15:28:43"
8082,9,760,,"2016-03-03 15:28:43"
8083,1,761,Female,"2016-03-03 15:29:12"
8084,2,761,"45 to 54","2016-03-03 15:29:13"
8085,3,761,"Graduate degree","2016-03-03 15:29:13"
8086,4,761,"Business Administration","2016-03-03 15:29:13"
8087,5,761,No,"2016-03-03 15:29:13"
8088,6,761,Medium,"2016-03-03 15:29:13"
8089,7,761,Medium,"2016-03-03 15:29:13"
8090,8,761,"Not sure","2016-03-03 15:29:13"
8091,9,761,,"2016-03-03 15:29:13"
8092,1,762,Male,"2016-03-03 15:30:53"
8093,2,762,"18 to 24","2016-03-03 15:30:53"
8094,3,762,"Some college but no degree","2016-03-03 15:30:53"
8095,4,762,Psychology,"2016-03-03 15:30:53"
8096,5,762,No,"2016-03-03 15:30:53"
8097,6,762,Medium,"2016-03-03 15:30:53"
8098,7,762,Medium,"2016-03-03 15:30:53"
8099,8,762,"Not sure","2016-03-03 15:30:53"
8100,9,762,,"2016-03-03 15:30:53"
8101,1,763,Male,"2016-03-03 15:31:16"
8102,2,763,"25 to 34","2016-03-03 15:31:16"
8103,3,763,"Some college but no degree","2016-03-03 15:31:16"
8104,4,763,"Computers and Information Technology","2016-03-03 15:31:16"
8105,5,763,"Yes; for more than five years","2016-03-03 15:31:16"
8106,6,763,"Very high","2016-03-03 15:31:16"
8107,7,763,"Very high","2016-03-03 15:31:16"
8108,8,763,Yes,"2016-03-03 15:31:16"
8109,9,763,,"2016-03-03 15:31:16"
8110,1,764,Female,"2016-03-03 15:40:45"
8111,2,764,"25 to 34","2016-03-03 15:40:45"
8112,3,764,"Bachelor degree","2016-03-03 15:40:45"
8113,4,764,"aerospace management","2016-03-03 15:40:45"
8114,5,764,"Yes; for one to five years","2016-03-03 15:40:45"
8115,6,764,Medium,"2016-03-03 15:40:45"
8116,7,764,Medium,"2016-03-03 15:40:45"
8117,8,764,Yes,"2016-03-03 15:40:45"
8118,9,764,,"2016-03-03 15:40:45"
8119,1,766,Female,"2016-03-03 15:34:15"
8120,2,766,"35 to 45","2016-03-03 15:34:15"
8121,3,766,"Bachelor degree","2016-03-03 15:34:15"
8122,4,766,"occupational Therapy","2016-03-03 15:34:15"
8123,5,766,No,"2016-03-03 15:34:15"
8124,6,766,Medium,"2016-03-03 15:34:16"
8125,7,766,Medium,"2016-03-03 15:34:16"
8126,8,766,Yes,"2016-03-03 15:34:16"
8127,9,766,,"2016-03-03 15:34:16"
8128,1,767,Male,"2016-03-03 15:35:51"
8129,2,767,"25 to 34","2016-03-03 15:35:51"
8130,3,767,"Some college but no degree","2016-03-03 15:35:51"
8131,4,767,"Computer science","2016-03-03 15:35:52"
8132,5,767,No,"2016-03-03 15:35:52"
8133,6,767,High,"2016-03-03 15:35:52"
8134,7,767,High,"2016-03-03 15:35:52"
8135,8,767,No,"2016-03-03 15:35:52"
8136,9,767,,"2016-03-03 15:35:52"
8137,1,770,Male,"2016-03-03 15:45:36"
8138,2,770,"25 to 34","2016-03-03 15:45:36"
8139,3,770,"Some college but no degree","2016-03-03 15:45:36"
8140,4,770,"Business administration","2016-03-03 15:45:36"
8141,5,770,No,"2016-03-03 15:45:36"
8142,6,770,High,"2016-03-03 15:45:36"
8143,7,770,Medium,"2016-03-03 15:45:36"
8144,8,770,No,"2016-03-03 15:45:36"
8145,9,770,,"2016-03-03 15:45:36"
8146,1,771,Female,"2016-03-03 15:47:02"
8147,2,771,"35 to 45","2016-03-03 15:47:02"
8148,3,771,"Bachelor degree","2016-03-03 15:47:02"
8149,4,771,"Fine Art","2016-03-03 15:47:02"
8150,5,771,No,"2016-03-03 15:47:02"
8151,6,771,"Very low","2016-03-03 15:47:02"
8152,7,771,"Very low","2016-03-03 15:47:02"
8153,8,771,No,"2016-03-03 15:47:02"
8154,9,771,,"2016-03-03 15:47:03"
8155,1,772,Female,"2016-03-03 15:45:55"
8156,2,772,"25 to 34","2016-03-03 15:45:55"
8157,3,772,"Bachelor degree","2016-03-03 15:45:55"
8158,4,772,"Criminal Justice","2016-03-03 15:45:55"
8159,5,772,No,"2016-03-03 15:45:55"
8160,6,772,Medium,"2016-03-03 15:45:55"
8161,7,772,Low,"2016-03-03 15:45:55"
8162,8,772,Yes,"2016-03-03 15:45:55"
8163,9,772,,"2016-03-03 15:45:55"
8164,1,773,Male,"2016-03-03 15:48:37"
8165,2,773,"25 to 34","2016-03-03 15:48:37"
8166,3,773,"High school degree or equivalent (e.g., GED)","2016-03-03 15:48:37"
8167,4,773,N/A,"2016-03-03 15:48:37"
8168,5,773,No,"2016-03-03 15:48:37"
8169,6,773,Medium,"2016-03-03 15:48:37"
8170,7,773,High,"2016-03-03 15:48:37"
8171,8,773,No,"2016-03-03 15:48:38"
8172,9,773,,"2016-03-03 15:48:38"
8173,1,774,Female,"2016-03-03 15:49:37"
8174,2,774,"25 to 34","2016-03-03 15:49:37"
8175,3,774,"Graduate degree","2016-03-03 15:49:37"
8176,4,774,Economics,"2016-03-03 15:49:37"
8177,5,774,No,"2016-03-03 15:49:37"
8178,6,774,Low,"2016-03-03 15:49:37"
8179,7,774,Low,"2016-03-03 15:49:37"
8180,8,774,"Not sure","2016-03-03 15:49:37"
8181,9,774,,"2016-03-03 15:49:37"
8182,1,776,Male,"2016-03-03 15:53:18"
8183,2,776,"25 to 34","2016-03-03 15:53:19"
8184,3,776,"Bachelor degree","2016-03-03 15:53:19"
8185,4,776,"Liberal Studies","2016-03-03 15:53:19"
8186,5,776,"Yes; for one to five years","2016-03-03 15:53:19"
8187,6,776,High,"2016-03-03 15:53:19"
8188,7,776,High,"2016-03-03 15:53:19"
8189,8,776,Yes,"2016-03-03 15:53:19"
8190,9,776,,"2016-03-03 15:53:19"
8191,1,777,Male,"2016-03-03 15:55:33"
8192,2,777,"25 to 34","2016-03-03 15:55:33"
8193,3,777,"Bachelor degree","2016-03-03 15:55:33"
8194,4,777,"civil engineering","2016-03-03 15:55:33"
8195,5,777,No,"2016-03-03 15:55:33"
8196,6,777,Medium,"2016-03-03 15:55:33"
8197,7,777,Medium,"2016-03-03 15:55:33"
8198,8,777,No,"2016-03-03 15:55:33"
8199,9,777,,"2016-03-03 15:55:33"
8200,1,781,Female,"2016-03-03 16:10:12"
8201,2,781,"45 to 54","2016-03-03 16:10:12"
8202,3,781,"Some college but no degree","2016-03-03 16:10:12"
8203,4,781,,"2016-03-03 16:10:12"
8204,5,781,No,"2016-03-03 16:10:12"
8205,6,781,Low,"2016-03-03 16:10:12"
8206,7,781,Medium,"2016-03-03 16:10:12"
8207,8,781,Yes,"2016-03-03 16:10:12"
8208,9,781,,"2016-03-03 16:10:12"
8209,1,782,Female,"2016-03-03 16:15:14"
8210,2,782,"18 to 24","2016-03-03 16:15:14"
8211,3,782,"Bachelor degree","2016-03-03 16:15:14"
8212,4,782,Biology,"2016-03-03 16:15:14"
8213,5,782,"Yes; for one to five years","2016-03-03 16:15:14"
8214,6,782,High,"2016-03-03 16:15:15"
8215,7,782,Medium,"2016-03-03 16:15:15"
8216,8,782,Yes,"2016-03-03 16:15:15"
8217,9,782,,"2016-03-03 16:15:15"
8218,1,783,Male,"2016-03-03 16:18:18"
8219,2,783,"25 to 34","2016-03-03 16:18:18"
8220,3,783,"Some college but no degree","2016-03-03 16:18:18"
8221,4,783,Humanities,"2016-03-03 16:18:19"
8222,5,783,No,"2016-03-03 16:18:19"
8223,6,783,Medium,"2016-03-03 16:18:19"
8224,7,783,Low,"2016-03-03 16:18:19"
8225,8,783,No,"2016-03-03 16:18:19"
8226,9,783,,"2016-03-03 16:18:19"
8227,1,784,Female,"2016-03-03 16:21:52"
8228,2,784,"35 to 45","2016-03-03 16:21:52"
8229,3,784,"High school degree or equivalent (e.g., GED)","2016-03-03 16:21:52"
8230,4,784,,"2016-03-03 16:21:52"
8231,5,784,No,"2016-03-03 16:21:52"
8232,6,784,Medium,"2016-03-03 16:21:52"
8233,7,784,Medium,"2016-03-03 16:21:52"
8234,8,784,Yes,"2016-03-03 16:21:52"
8235,9,784,,"2016-03-03 16:21:52"
8236,1,787,Female,"2016-03-03 16:27:19"
8237,2,787,"25 to 34","2016-03-03 16:27:19"
8238,3,787,"Some college but no degree","2016-03-03 16:27:19"
8239,4,787,Psychology,"2016-03-03 16:27:19"
8240,5,787,No,"2016-03-03 16:27:19"
8241,6,787,Low,"2016-03-03 16:27:19"
8242,7,787,Low,"2016-03-03 16:27:19"
8243,8,787,No,"2016-03-03 16:27:19"
8244,9,787,,"2016-03-03 16:27:19"
8245,1,790,Male,"2016-03-03 16:33:28"
8246,2,790,"25 to 34","2016-03-03 16:33:28"
8247,3,790,"Some college but no degree","2016-03-03 16:33:28"
8248,4,790,English,"2016-03-03 16:33:28"
8249,5,790,No,"2016-03-03 16:33:28"
8250,6,790,Medium,"2016-03-03 16:33:29"
8251,7,790,High,"2016-03-03 16:33:29"
8252,8,790,Yes,"2016-03-03 16:33:29"
8253,9,790,,"2016-03-03 16:33:29"
8254,1,792,Female,"2016-03-03 16:37:41"
8255,2,792,"25 to 34","2016-03-03 16:37:42"
8256,3,792,"Bachelor degree","2016-03-03 16:37:42"
8257,4,792,music,"2016-03-03 16:37:42"
8258,5,792,No,"2016-03-03 16:37:42"
8259,6,792,Low,"2016-03-03 16:37:42"
8260,7,792,"Very low","2016-03-03 16:37:42"
8261,8,792,No,"2016-03-03 16:37:42"
8262,9,792,,"2016-03-03 16:37:42"
8263,1,793,Female,"2016-03-03 16:41:33"
8264,2,793,"45 to 54","2016-03-03 16:41:33"
8265,3,793,"Bachelor degree","2016-03-03 16:41:33"
8266,4,793,English,"2016-03-03 16:41:33"
8267,5,793,No,"2016-03-03 16:41:33"
8268,6,793,Medium,"2016-03-03 16:41:33"
8269,7,793,Medium,"2016-03-03 16:41:34"
8270,8,793,Yes,"2016-03-03 16:41:34"
8271,9,793,"programmable thermostat ","2016-03-03 16:41:34"
8272,1,794,Female,"2016-03-03 16:44:05"
8273,2,794,"35 to 45","2016-03-03 16:44:05"
8274,3,794,"Some college but no degree","2016-03-03 16:44:05"
8275,4,794,"psychology ","2016-03-03 16:44:05"
8276,5,794,No,"2016-03-03 16:44:05"
8277,6,794,Low,"2016-03-03 16:44:05"
8278,7,794,Medium,"2016-03-03 16:44:05"
8279,8,794,No,"2016-03-03 16:44:05"
8280,9,794,,"2016-03-03 16:44:05"
