id,personality_question_id,user_id,description,created_at
13244,18,475,4,"2015-12-30 22:06:45"
13245,19,475,5,"2015-12-30 22:06:45"
13246,20,475,4,"2015-12-30 22:06:45"
13247,1,476,3,"2015-12-30 22:50:29"
13248,2,476,3,"2015-12-30 22:50:29"
13249,3,476,2,"2015-12-30 22:50:29"
13250,4,476,2,"2015-12-30 22:50:29"
13251,5,476,4,"2015-12-30 22:50:29"
13252,6,476,4,"2015-12-30 22:50:29"
13253,7,476,3,"2015-12-30 22:50:29"
13254,8,476,2,"2015-12-30 22:50:29"
13255,9,476,3,"2015-12-30 22:50:29"
13256,10,476,2,"2015-12-30 22:50:30"
13257,11,476,1,"2015-12-30 22:50:30"
13258,12,476,3,"2015-12-30 22:50:30"
13259,13,476,5,"2015-12-30 22:50:30"
13260,14,476,3,"2015-12-30 22:50:30"
13261,15,476,2,"2015-12-30 22:50:30"
13262,16,476,4,"2015-12-30 22:50:30"
13263,17,476,3,"2015-12-30 22:50:30"
13264,18,476,2,"2015-12-30 22:50:30"
13265,19,476,3,"2015-12-30 22:50:30"
13266,20,476,1,"2015-12-30 22:50:30"
13267,1,478,5,"2015-12-30 23:36:19"
13268,2,478,3,"2015-12-30 23:36:19"
13269,3,478,2,"2015-12-30 23:36:19"
13270,4,478,1,"2015-12-30 23:36:19"
13271,5,478,5,"2015-12-30 23:36:19"
13272,6,478,1,"2015-12-30 23:36:19"
13273,7,478,4,"2015-12-30 23:36:19"
13274,8,478,1,"2015-12-30 23:36:19"
13275,9,478,5,"2015-12-30 23:36:19"
13276,10,478,1,"2015-12-30 23:36:19"
13277,11,478,5,"2015-12-30 23:36:20"
13278,12,478,4,"2015-12-30 23:36:20"
13279,13,478,3,"2015-12-30 23:36:20"
13280,14,478,1,"2015-12-30 23:36:20"
13281,15,478,1,"2015-12-30 23:36:20"
13282,16,478,1,"2015-12-30 23:36:20"
13283,17,478,4,"2015-12-30 23:36:20"
13284,18,478,1,"2015-12-30 23:36:20"
13285,19,478,5,"2015-12-30 23:36:20"
13286,20,478,1,"2015-12-30 23:36:20"
13287,1,481,4,"2015-12-30 23:41:41"
13288,2,481,5,"2015-12-30 23:41:41"
13289,3,481,4,"2015-12-30 23:41:41"
13290,4,481,3,"2015-12-30 23:41:41"
13291,5,481,5,"2015-12-30 23:41:41"
13292,6,481,2,"2015-12-30 23:41:41"
13293,7,481,1,"2015-12-30 23:41:41"
13294,8,481,2,"2015-12-30 23:41:41"
13295,9,481,3,"2015-12-30 23:41:41"
13296,10,481,2,"2015-12-30 23:41:42"
13297,11,481,4,"2015-12-30 23:41:42"
13298,12,481,5,"2015-12-30 23:41:42"
13299,13,481,3,"2015-12-30 23:41:42"
13300,14,481,3,"2015-12-30 23:41:42"
13301,15,481,2,"2015-12-30 23:41:42"
13302,16,481,2,"2015-12-30 23:41:42"
13303,17,481,1,"2015-12-30 23:41:42"
13304,18,481,2,"2015-12-30 23:41:42"
13305,19,481,3,"2015-12-30 23:41:42"
13306,20,481,1,"2015-12-30 23:41:42"
13307,1,482,1,"2015-12-30 23:38:34"
13308,2,482,4,"2015-12-30 23:38:34"
13309,3,482,2,"2015-12-30 23:38:34"
13310,4,482,4,"2015-12-30 23:38:34"
13311,5,482,3,"2015-12-30 23:38:34"
13312,6,482,5,"2015-12-30 23:38:34"
13313,7,482,4,"2015-12-30 23:38:34"
13314,8,482,4,"2015-12-30 23:38:34"
13315,9,482,3,"2015-12-30 23:38:34"
13316,10,482,2,"2015-12-30 23:38:34"
13317,11,482,1,"2015-12-30 23:38:34"
13318,12,482,3,"2015-12-30 23:38:34"
13319,13,482,5,"2015-12-30 23:38:34"
13320,14,482,4,"2015-12-30 23:38:34"
13321,15,482,3,"2015-12-30 23:38:35"
13322,16,482,5,"2015-12-30 23:38:35"
13323,17,482,4,"2015-12-30 23:38:35"
13324,18,482,3,"2015-12-30 23:38:35"
13325,19,482,1,"2015-12-30 23:38:35"
13326,20,482,2,"2015-12-30 23:38:35"
13327,1,484,4,"2015-12-31 00:00:27"
13328,2,484,5,"2015-12-31 00:00:27"
13329,3,484,2,"2015-12-31 00:00:27"
13330,4,484,2,"2015-12-31 00:00:27"
13331,5,484,2,"2015-12-31 00:00:27"
13332,6,484,2,"2015-12-31 00:00:27"
13333,7,484,2,"2015-12-31 00:00:27"
13334,8,484,1,"2015-12-31 00:00:27"
13335,9,484,4,"2015-12-31 00:00:27"
13336,10,484,3,"2015-12-31 00:00:27"
13337,11,484,5,"2015-12-31 00:00:27"
13338,12,484,4,"2015-12-31 00:00:27"
13339,13,484,3,"2015-12-31 00:00:27"
13340,14,484,2,"2015-12-31 00:00:27"
13341,15,484,2,"2015-12-31 00:00:27"
13342,16,484,2,"2015-12-31 00:00:27"
13343,17,484,2,"2015-12-31 00:00:27"
13344,18,484,2,"2015-12-31 00:00:28"
13345,19,484,4,"2015-12-31 00:00:28"
13346,20,484,1,"2015-12-31 00:00:28"
13347,1,485,2,"2015-12-30 23:40:19"
13348,2,485,5,"2015-12-30 23:40:19"
13349,3,485,5,"2015-12-30 23:40:19"
13350,4,485,4,"2015-12-30 23:40:19"
13351,5,485,4,"2015-12-30 23:40:19"
13352,6,485,2,"2015-12-30 23:40:19"
13353,7,485,3,"2015-12-30 23:40:19"
13354,8,485,4,"2015-12-30 23:40:19"
13355,9,485,2,"2015-12-30 23:40:19"
13356,10,485,4,"2015-12-30 23:40:19"
13357,11,485,4,"2015-12-30 23:40:19"
13358,12,485,4,"2015-12-30 23:40:19"
13359,13,485,4,"2015-12-30 23:40:19"
13360,14,485,2,"2015-12-30 23:40:19"
13361,15,485,4,"2015-12-30 23:40:19"
13362,16,485,3,"2015-12-30 23:40:20"
13363,17,485,3,"2015-12-30 23:40:20"
13364,18,485,1,"2015-12-30 23:40:20"
13365,19,485,4,"2015-12-30 23:40:20"
13366,20,485,2,"2015-12-30 23:40:20"
13367,1,487,1,"2015-12-30 23:40:40"
13368,2,487,5,"2015-12-30 23:40:40"
13369,3,487,2,"2015-12-30 23:40:40"
13370,4,487,4,"2015-12-30 23:40:40"
13371,5,487,4,"2015-12-30 23:40:40"
13372,6,487,2,"2015-12-30 23:40:40"
13373,7,487,2,"2015-12-30 23:40:40"
13374,8,487,4,"2015-12-30 23:40:40"
13375,9,487,2,"2015-12-30 23:40:40"
13376,10,487,3,"2015-12-30 23:40:40"
13377,11,487,3,"2015-12-30 23:40:40"
13378,12,487,4,"2015-12-30 23:40:40"
13379,13,487,3,"2015-12-30 23:40:40"
13380,14,487,4,"2015-12-30 23:40:40"
13381,15,487,2,"2015-12-30 23:40:40"
13382,16,487,2,"2015-12-30 23:40:40"
13383,17,487,2,"2015-12-30 23:40:40"
13384,18,487,4,"2015-12-30 23:40:40"
13385,19,487,2,"2015-12-30 23:40:40"
13386,20,487,1,"2015-12-30 23:40:41"
13387,1,488,3,"2015-12-30 23:42:33"
13388,2,488,5,"2015-12-30 23:42:33"
13389,3,488,4,"2015-12-30 23:42:34"
13390,4,488,4,"2015-12-30 23:42:34"
13391,5,488,3,"2015-12-30 23:42:34"
13392,6,488,1,"2015-12-30 23:42:34"
13393,7,488,2,"2015-12-30 23:42:34"
13394,8,488,2,"2015-12-30 23:42:34"
13395,9,488,2,"2015-12-30 23:42:34"
13396,10,488,2,"2015-12-30 23:42:34"
13397,11,488,5,"2015-12-30 23:42:34"
13398,12,488,5,"2015-12-30 23:42:34"
13399,13,488,4,"2015-12-30 23:42:34"
13400,14,488,4,"2015-12-30 23:42:34"
13401,15,488,2,"2015-12-30 23:42:34"
13402,16,488,3,"2015-12-30 23:42:34"
13403,17,488,2,"2015-12-30 23:42:35"
13404,18,488,3,"2015-12-30 23:42:35"
13405,19,488,2,"2015-12-30 23:42:35"
13406,20,488,2,"2015-12-30 23:42:35"
13407,1,492,3,"2015-12-30 23:43:40"
13408,2,492,4,"2015-12-30 23:43:40"
13409,3,492,2,"2015-12-30 23:43:40"
13410,4,492,3,"2015-12-30 23:43:40"
13411,5,492,4,"2015-12-30 23:43:40"
13412,6,492,3,"2015-12-30 23:43:40"
13413,7,492,3,"2015-12-30 23:43:40"
13414,8,492,2,"2015-12-30 23:43:40"
13415,9,492,3,"2015-12-30 23:43:40"
13416,10,492,1,"2015-12-30 23:43:41"
13417,11,492,3,"2015-12-30 23:43:41"
13418,12,492,4,"2015-12-30 23:43:41"
13419,13,492,4,"2015-12-30 23:43:41"
13420,14,492,3,"2015-12-30 23:43:41"
13421,15,492,2,"2015-12-30 23:43:41"
13422,16,492,3,"2015-12-30 23:43:41"
13423,17,492,2,"2015-12-30 23:43:41"
13424,18,492,5,"2015-12-30 23:43:41"
13425,19,492,1,"2015-12-30 23:43:41"
13426,20,492,1,"2015-12-30 23:43:41"
13427,1,494,4,"2015-12-30 23:43:29"
13428,2,494,5,"2015-12-30 23:43:29"
13429,3,494,4,"2015-12-30 23:43:29"
13430,4,494,4,"2015-12-30 23:43:29"
13431,5,494,4,"2015-12-30 23:43:29"
13432,6,494,5,"2015-12-30 23:43:29"
13433,7,494,4,"2015-12-30 23:43:29"
13434,8,494,4,"2015-12-30 23:43:29"
13435,9,494,5,"2015-12-30 23:43:29"
13436,10,494,4,"2015-12-30 23:43:29"
13437,11,494,3,"2015-12-30 23:43:29"
13438,12,494,5,"2015-12-30 23:43:30"
13439,13,494,4,"2015-12-30 23:43:30"
13440,14,494,5,"2015-12-30 23:43:30"
13441,15,494,4,"2015-12-30 23:43:30"
13442,16,494,5,"2015-12-30 23:43:30"
13443,17,494,4,"2015-12-30 23:43:30"
13444,18,494,5,"2015-12-30 23:43:30"
13445,19,494,5,"2015-12-30 23:43:30"
13446,20,494,4,"2015-12-30 23:43:30"
13447,1,495,2,"2015-12-30 23:43:32"
13448,2,495,3,"2015-12-30 23:43:32"
13449,3,495,5,"2015-12-30 23:43:32"
13450,4,495,3,"2015-12-30 23:43:32"
13451,5,495,3,"2015-12-30 23:43:32"
13452,6,495,4,"2015-12-30 23:43:32"
13453,7,495,2,"2015-12-30 23:43:32"
13454,8,495,2,"2015-12-30 23:43:32"
13455,9,495,4,"2015-12-30 23:43:32"
13456,10,495,2,"2015-12-30 23:43:32"
13457,11,495,2,"2015-12-30 23:43:32"
13458,12,495,3,"2015-12-30 23:43:32"
13459,13,495,3,"2015-12-30 23:43:32"
13460,14,495,4,"2015-12-30 23:43:32"
13461,15,495,4,"2015-12-30 23:43:32"
13462,16,495,4,"2015-12-30 23:43:33"
13463,17,495,3,"2015-12-30 23:43:33"
13464,18,495,5,"2015-12-30 23:43:33"
13465,19,495,4,"2015-12-30 23:43:33"
13466,20,495,4,"2015-12-30 23:43:33"
13467,1,496,4,"2015-12-30 23:46:06"
13468,2,496,3,"2015-12-30 23:46:06"
13469,3,496,3,"2015-12-30 23:46:06"
13470,4,496,2,"2015-12-30 23:46:06"
13471,5,496,3,"2015-12-30 23:46:06"
13472,6,496,4,"2015-12-30 23:46:06"
13473,7,496,3,"2015-12-30 23:46:06"
13474,8,496,2,"2015-12-30 23:46:06"
13475,9,496,3,"2015-12-30 23:46:06"
13476,10,496,3,"2015-12-30 23:46:06"
13477,11,496,4,"2015-12-30 23:46:06"
13478,12,496,3,"2015-12-30 23:46:06"
13479,13,496,4,"2015-12-30 23:46:06"
13480,14,496,3,"2015-12-30 23:46:06"
13481,15,496,3,"2015-12-30 23:46:06"
13482,16,496,2,"2015-12-30 23:46:06"
13483,17,496,3,"2015-12-30 23:46:06"
13484,18,496,4,"2015-12-30 23:46:06"
13485,19,496,3,"2015-12-30 23:46:06"
13486,20,496,4,"2015-12-30 23:46:06"
13487,1,498,1,"2015-12-30 23:47:38"
13488,2,498,4,"2015-12-30 23:47:38"
13489,3,498,3,"2015-12-30 23:47:38"
13490,4,498,2,"2015-12-30 23:47:38"
13491,5,498,4,"2015-12-30 23:47:38"
13492,6,498,4,"2015-12-30 23:47:38"
13493,7,498,2,"2015-12-30 23:47:38"
13494,8,498,2,"2015-12-30 23:47:38"
13495,9,498,5,"2015-12-30 23:47:38"
13496,10,498,2,"2015-12-30 23:47:38"
13497,11,498,3,"2015-12-30 23:47:38"
13498,12,498,4,"2015-12-30 23:47:38"
13499,13,498,4,"2015-12-30 23:47:38"
13500,14,498,2,"2015-12-30 23:47:38"
13501,15,498,2,"2015-12-30 23:47:38"
13502,16,498,4,"2015-12-30 23:47:38"
13503,17,498,2,"2015-12-30 23:47:38"
13504,18,498,2,"2015-12-30 23:47:38"
13505,19,498,3,"2015-12-30 23:47:39"
13506,20,498,2,"2015-12-30 23:47:39"
13507,1,500,3,"2015-12-30 23:50:14"
13508,2,500,4,"2015-12-30 23:50:14"
13509,3,500,2,"2015-12-30 23:50:14"
13510,4,500,1,"2015-12-30 23:50:14"
13511,5,500,4,"2015-12-30 23:50:15"
13512,6,500,1,"2015-12-30 23:50:15"
13513,7,500,1,"2015-12-30 23:50:15"
13514,8,500,4,"2015-12-30 23:50:15"
13515,9,500,5,"2015-12-30 23:50:15"
13516,10,500,2,"2015-12-30 23:50:15"
13517,11,500,3,"2015-12-30 23:50:15"
13518,12,500,4,"2015-12-30 23:50:15"
13519,13,500,2,"2015-12-30 23:50:15"
13520,14,500,1,"2015-12-30 23:50:15"
13521,15,500,1,"2015-12-30 23:50:15"
13522,16,500,1,"2015-12-30 23:50:15"
13523,17,500,1,"2015-12-30 23:50:15"
13524,18,500,4,"2015-12-30 23:50:15"
13525,19,500,5,"2015-12-30 23:50:15"
13526,20,500,1,"2015-12-30 23:50:15"
13527,1,501,4,"2015-12-30 23:58:34"
13528,2,501,4,"2015-12-30 23:58:34"
13529,3,501,3,"2015-12-30 23:58:34"
13530,4,501,2,"2015-12-30 23:58:34"
13531,5,501,4,"2015-12-30 23:58:34"
13532,6,501,1,"2015-12-30 23:58:34"
13533,7,501,2,"2015-12-30 23:58:34"
13534,8,501,1,"2015-12-30 23:58:34"
13535,9,501,4,"2015-12-30 23:58:34"
13536,10,501,2,"2015-12-30 23:58:34"
13537,11,501,3,"2015-12-30 23:58:34"
13538,12,501,2,"2015-12-30 23:58:34"
13539,13,501,4,"2015-12-30 23:58:34"
13540,14,501,1,"2015-12-30 23:58:34"
13541,15,501,3,"2015-12-30 23:58:34"
13542,16,501,1,"2015-12-30 23:58:35"
13543,17,501,1,"2015-12-30 23:58:35"
13544,18,501,1,"2015-12-30 23:58:35"
13545,19,501,1,"2015-12-30 23:58:35"
13546,20,501,1,"2015-12-30 23:58:35"
13547,1,502,2,"2015-12-30 23:54:09"
13548,2,502,5,"2015-12-30 23:54:09"
13549,3,502,4,"2015-12-30 23:54:09"
13550,4,502,2,"2015-12-30 23:54:09"
13551,5,502,5,"2015-12-30 23:54:10"
13552,6,502,2,"2015-12-30 23:54:10"
13553,7,502,1,"2015-12-30 23:54:10"
13554,8,502,1,"2015-12-30 23:54:10"
13555,9,502,4,"2015-12-30 23:54:10"
13556,10,502,3,"2015-12-30 23:54:10"
13557,11,502,3,"2015-12-30 23:54:10"
13558,12,502,5,"2015-12-30 23:54:10"
13559,13,502,5,"2015-12-30 23:54:10"
13560,14,502,2,"2015-12-30 23:54:10"
13561,15,502,4,"2015-12-30 23:54:10"
13562,16,502,4,"2015-12-30 23:54:10"
13563,17,502,1,"2015-12-30 23:54:10"
13564,18,502,1,"2015-12-30 23:54:10"
13565,19,502,3,"2015-12-30 23:54:10"
13566,20,502,1,"2015-12-30 23:54:10"
13567,1,503,5,"2015-12-30 23:55:35"
13568,2,503,4,"2015-12-30 23:55:35"
13569,3,503,5,"2015-12-30 23:55:35"
13570,4,503,5,"2015-12-30 23:55:35"
13571,5,503,4,"2015-12-30 23:55:35"
13572,6,503,5,"2015-12-30 23:55:36"
13573,7,503,4,"2015-12-30 23:55:36"
13574,8,503,5,"2015-12-30 23:55:36"
13575,9,503,4,"2015-12-30 23:55:36"
13576,10,503,4,"2015-12-30 23:55:36"
13577,11,503,4,"2015-12-30 23:55:36"
13578,12,503,5,"2015-12-30 23:55:36"
13579,13,503,4,"2015-12-30 23:55:36"
13580,14,503,5,"2015-12-30 23:55:36"
13581,15,503,4,"2015-12-30 23:55:36"
13582,16,503,5,"2015-12-30 23:55:36"
13583,17,503,4,"2015-12-30 23:55:36"
13584,18,503,4,"2015-12-30 23:55:36"
13585,19,503,5,"2015-12-30 23:55:36"
13586,20,503,4,"2015-12-30 23:55:36"
13587,1,504,1,"2015-12-30 23:55:46"
13588,2,504,5,"2015-12-30 23:55:46"
13589,3,504,3,"2015-12-30 23:55:46"
13590,4,504,1,"2015-12-30 23:55:46"
13591,5,504,5,"2015-12-30 23:55:46"
13592,6,504,5,"2015-12-30 23:55:46"
13593,7,504,1,"2015-12-30 23:55:46"
13594,8,504,4,"2015-12-30 23:55:46"
13595,9,504,3,"2015-12-30 23:55:46"
13596,10,504,1,"2015-12-30 23:55:46"
13597,11,504,3,"2015-12-30 23:55:46"
13598,12,504,5,"2015-12-30 23:55:46"
13599,13,504,3,"2015-12-30 23:55:46"
13600,14,504,3,"2015-12-30 23:55:46"
13601,15,504,1,"2015-12-30 23:55:46"
13602,16,504,5,"2015-12-30 23:55:46"
13603,17,504,1,"2015-12-30 23:55:46"
13604,18,504,4,"2015-12-30 23:55:46"
13605,19,504,1,"2015-12-30 23:55:46"
13606,20,504,1,"2015-12-30 23:55:46"
13607,1,506,2,"2015-12-31 01:02:22"
13608,2,506,4,"2015-12-31 01:02:22"
13609,3,506,3,"2015-12-31 01:02:22"
13610,4,506,3,"2015-12-31 01:02:22"
13611,5,506,3,"2015-12-31 01:02:22"
13612,6,506,4,"2015-12-31 01:02:22"
13613,7,506,2,"2015-12-31 01:02:22"
13614,8,506,3,"2015-12-31 01:02:22"
13615,9,506,3,"2015-12-31 01:02:22"
13616,10,506,3,"2015-12-31 01:02:22"
13617,11,506,1,"2015-12-31 01:02:22"
13618,12,506,4,"2015-12-31 01:02:22"
13619,13,506,4,"2015-12-31 01:02:22"
13620,14,506,4,"2015-12-31 01:02:23"
13621,15,506,3,"2015-12-31 01:02:23"
13622,16,506,4,"2015-12-31 01:02:23"
13623,17,506,3,"2015-12-31 01:02:23"
13624,18,506,2,"2015-12-31 01:02:23"
13625,19,506,4,"2015-12-31 01:02:23"
13626,20,506,2,"2015-12-31 01:02:23"
13627,1,509,1,"2015-12-31 01:08:52"
13628,2,509,5,"2015-12-31 01:08:52"
13629,3,509,5,"2015-12-31 01:08:52"
13630,4,509,1,"2015-12-31 01:08:52"
13631,5,509,2,"2015-12-31 01:08:52"
13632,6,509,5,"2015-12-31 01:08:52"
13633,7,509,1,"2015-12-31 01:08:52"
13634,8,509,1,"2015-12-31 01:08:52"
13635,9,509,5,"2015-12-31 01:08:52"
13636,10,509,2,"2015-12-31 01:08:53"
13637,11,509,2,"2015-12-31 01:08:53"
13638,12,509,4,"2015-12-31 01:08:53"
13639,13,509,5,"2015-12-31 01:08:53"
13640,14,509,1,"2015-12-31 01:08:53"
13641,15,509,1,"2015-12-31 01:08:53"
13642,16,509,5,"2015-12-31 01:08:53"
13643,17,509,1,"2015-12-31 01:08:53"
13644,18,509,1,"2015-12-31 01:08:53"
13645,19,509,5,"2015-12-31 01:08:53"
13646,20,509,4,"2015-12-31 01:08:53"
13647,1,511,2,"2015-12-31 01:59:11"
13648,2,511,5,"2015-12-31 01:59:11"
13649,3,511,4,"2015-12-31 01:59:11"
13650,4,511,1,"2015-12-31 01:59:11"
13651,5,511,5,"2015-12-31 01:59:11"
13652,6,511,4,"2015-12-31 01:59:11"
13653,7,511,2,"2015-12-31 01:59:11"
13654,8,511,2,"2015-12-31 01:59:11"
13655,9,511,3,"2015-12-31 01:59:11"
13656,10,511,2,"2015-12-31 01:59:11"
13657,11,511,1,"2015-12-31 01:59:11"
13658,12,511,4,"2015-12-31 01:59:11"
13659,13,511,5,"2015-12-31 01:59:11"
13660,14,511,2,"2015-12-31 01:59:11"
13661,15,511,1,"2015-12-31 01:59:11"
13662,16,511,5,"2015-12-31 01:59:11"
13663,17,511,3,"2015-12-31 01:59:11"
13664,18,511,2,"2015-12-31 01:59:11"
13665,19,511,3,"2015-12-31 01:59:12"
13666,20,511,1,"2015-12-31 01:59:12"
13667,1,512,1,"2015-12-31 02:56:23"
13668,2,512,2,"2015-12-31 02:56:23"
13669,3,512,3,"2015-12-31 02:56:23"
13670,4,512,1,"2015-12-31 02:56:23"
13671,5,512,1,"2015-12-31 02:56:23"
13672,6,512,4,"2015-12-31 02:56:24"
13673,7,512,2,"2015-12-31 02:56:24"
13674,8,512,2,"2015-12-31 02:56:24"
13675,9,512,4,"2015-12-31 02:56:24"
13676,10,512,1,"2015-12-31 02:56:24"
13677,11,512,2,"2015-12-31 02:56:24"
13678,12,512,3,"2015-12-31 02:56:24"
13679,13,512,4,"2015-12-31 02:56:24"
13680,14,512,1,"2015-12-31 02:56:24"
13681,15,512,1,"2015-12-31 02:56:24"
13682,16,512,2,"2015-12-31 02:56:24"
13683,17,512,2,"2015-12-31 02:56:24"
13684,18,512,1,"2015-12-31 02:56:24"
13685,19,512,1,"2015-12-31 02:56:24"
13686,20,512,2,"2015-12-31 02:56:24"
13687,1,513,3,"2015-12-31 06:10:39"
13688,2,513,4,"2015-12-31 06:10:39"
13689,3,513,4,"2015-12-31 06:10:39"
13690,4,513,2,"2015-12-31 06:10:39"
13691,5,513,4,"2015-12-31 06:10:39"
13692,6,513,2,"2015-12-31 06:10:39"
13693,7,513,1,"2015-12-31 06:10:39"
13694,8,513,2,"2015-12-31 06:10:39"
13695,9,513,4,"2015-12-31 06:10:39"
13696,10,513,2,"2015-12-31 06:10:39"
13697,11,513,4,"2015-12-31 06:10:39"
13698,12,513,4,"2015-12-31 06:10:40"
13699,13,513,4,"2015-12-31 06:10:40"
13700,14,513,2,"2015-12-31 06:10:40"
13701,15,513,2,"2015-12-31 06:10:40"
13702,16,513,2,"2015-12-31 06:10:40"
13703,17,513,1,"2015-12-31 06:10:40"
13704,18,513,2,"2015-12-31 06:10:40"
13705,19,513,4,"2015-12-31 06:10:40"
13706,20,513,2,"2015-12-31 06:10:40"
15898,1,704,3,"2016-03-03 15:05:01"
15899,2,704,4,"2016-03-03 15:05:01"
15900,3,704,4,"2016-03-03 15:05:01"
15901,4,704,1,"2016-03-03 15:05:01"
15902,5,704,4,"2016-03-03 15:05:01"
15903,6,704,1,"2016-03-03 15:05:01"
15904,7,704,1,"2016-03-03 15:05:01"
15905,8,704,1,"2016-03-03 15:05:01"
15906,9,704,4,"2016-03-03 15:05:01"
15907,10,704,1,"2016-03-03 15:05:02"
15908,11,704,4,"2016-03-03 15:05:02"
15909,12,704,4,"2016-03-03 15:05:02"
15910,13,704,4,"2016-03-03 15:05:02"
15911,14,704,1,"2016-03-03 15:05:02"
15912,15,704,1,"2016-03-03 15:05:02"
15913,16,704,1,"2016-03-03 15:05:02"
15914,17,704,1,"2016-03-03 15:05:02"
15915,18,704,1,"2016-03-03 15:05:02"
15916,19,704,4,"2016-03-03 15:05:02"
15917,20,704,1,"2016-03-03 15:05:02"
15918,1,705,4,"2016-03-03 15:05:23"
15919,2,705,4,"2016-03-03 15:05:23"
15920,3,705,5,"2016-03-03 15:05:23"
15921,4,705,1,"2016-03-03 15:05:23"
15922,5,705,2,"2016-03-03 15:05:23"
15923,6,705,2,"2016-03-03 15:05:23"
15924,7,705,2,"2016-03-03 15:05:23"
15925,8,705,1,"2016-03-03 15:05:23"
15926,9,705,4,"2016-03-03 15:05:23"
15927,10,705,3,"2016-03-03 15:05:23"
15928,11,705,4,"2016-03-03 15:05:23"
15929,12,705,4,"2016-03-03 15:05:23"
15930,13,705,5,"2016-03-03 15:05:23"
15931,14,705,1,"2016-03-03 15:05:23"
15932,15,705,2,"2016-03-03 15:05:23"
15933,16,705,2,"2016-03-03 15:05:23"
15934,17,705,1,"2016-03-03 15:05:23"
15935,18,705,1,"2016-03-03 15:05:23"
15936,19,705,1,"2016-03-03 15:05:23"
15937,20,705,2,"2016-03-03 15:05:23"
15938,1,706,1,"2016-03-03 15:08:33"
15939,2,706,3,"2016-03-03 15:08:33"
15940,3,706,2,"2016-03-03 15:08:33"
15941,4,706,1,"2016-03-03 15:08:33"
15942,5,706,2,"2016-03-03 15:08:33"
15943,6,706,5,"2016-03-03 15:08:33"
15944,7,706,3,"2016-03-03 15:08:34"
15945,8,706,3,"2016-03-03 15:08:34"
15946,9,706,3,"2016-03-03 15:08:34"
15947,10,706,5,"2016-03-03 15:08:34"
15948,11,706,1,"2016-03-03 15:08:34"
15949,12,706,1,"2016-03-03 15:08:34"
15950,13,706,3,"2016-03-03 15:08:34"
15951,14,706,1,"2016-03-03 15:08:34"
15952,15,706,5,"2016-03-03 15:08:34"
15953,16,706,5,"2016-03-03 15:08:34"
15954,17,706,3,"2016-03-03 15:08:34"
15955,18,706,2,"2016-03-03 15:08:34"
15956,19,706,2,"2016-03-03 15:08:34"
15957,20,706,2,"2016-03-03 15:08:34"
15958,1,707,1,"2016-03-03 15:05:54"
15959,2,707,4,"2016-03-03 15:05:54"
15960,3,707,5,"2016-03-03 15:05:54"
15961,4,707,2,"2016-03-03 15:05:54"
15962,5,707,4,"2016-03-03 15:05:54"
15963,6,707,5,"2016-03-03 15:05:54"
15964,7,707,2,"2016-03-03 15:05:54"
15965,8,707,1,"2016-03-03 15:05:54"
15966,9,707,2,"2016-03-03 15:05:54"
15967,10,707,4,"2016-03-03 15:05:54"
15968,11,707,1,"2016-03-03 15:05:54"
15969,12,707,4,"2016-03-03 15:05:55"
15970,13,707,5,"2016-03-03 15:05:55"
15971,14,707,3,"2016-03-03 15:05:55"
15972,15,707,2,"2016-03-03 15:05:55"
15973,16,707,5,"2016-03-03 15:05:55"
15974,17,707,2,"2016-03-03 15:05:55"
15975,18,707,1,"2016-03-03 15:05:55"
15976,19,707,5,"2016-03-03 15:05:55"
15977,20,707,1,"2016-03-03 15:05:55"
15978,1,708,2,"2016-03-03 15:05:53"
15979,2,708,3,"2016-03-03 15:05:53"
15980,3,708,2,"2016-03-03 15:05:53"
15981,4,708,1,"2016-03-03 15:05:53"
15982,5,708,2,"2016-03-03 15:05:53"
15983,6,708,4,"2016-03-03 15:05:53"
15984,7,708,2,"2016-03-03 15:05:53"
15985,8,708,1,"2016-03-03 15:05:54"
15986,9,708,5,"2016-03-03 15:05:54"
15987,10,708,2,"2016-03-03 15:05:54"
15988,11,708,3,"2016-03-03 15:05:54"
15989,12,708,4,"2016-03-03 15:05:54"
15990,13,708,4,"2016-03-03 15:05:54"
15991,14,708,2,"2016-03-03 15:05:54"
15992,15,708,2,"2016-03-03 15:05:54"
15993,16,708,3,"2016-03-03 15:05:54"
15994,17,708,3,"2016-03-03 15:05:54"
15995,18,708,2,"2016-03-03 15:05:54"
15996,19,708,5,"2016-03-03 15:05:54"
15997,20,708,3,"2016-03-03 15:05:54"
15998,1,709,2,"2016-03-03 15:10:16"
15999,2,709,4,"2016-03-03 15:10:16"
16000,3,709,3,"2016-03-03 15:10:16"
16001,4,709,2,"2016-03-03 15:10:16"
16002,5,709,4,"2016-03-03 15:10:16"
16003,6,709,5,"2016-03-03 15:10:16"
16004,7,709,2,"2016-03-03 15:10:16"
16005,8,709,4,"2016-03-03 15:10:16"
16006,9,709,4,"2016-03-03 15:10:16"
16007,10,709,1,"2016-03-03 15:10:16"
16008,11,709,2,"2016-03-03 15:10:16"
16009,12,709,3,"2016-03-03 15:10:16"
16010,13,709,2,"2016-03-03 15:10:16"
16011,14,709,2,"2016-03-03 15:10:16"
16012,15,709,1,"2016-03-03 15:10:16"
16013,16,709,5,"2016-03-03 15:10:16"
16014,17,709,2,"2016-03-03 15:10:16"
16015,18,709,3,"2016-03-03 15:10:17"
16016,19,709,3,"2016-03-03 15:10:17"
